Usaha /Produk Utama,Total Aset (Rp. Juta),Penjualan Rata-rata Per Tahun (Rp.Juta),Jumlah Tenaga Kerja,Tahun Survey,Onclick,Sektor,Nama Badan Hukum,Jumlah Tenaga Kerja,Sistem Penjualan,Target Pasar Utama : Produk Masal,Target Pasar Utama : Produk Spesifik,Tingkat Pesaing Usaha,Total Aset,Penjualan Rata-Rata per Tahun,Proyeksi Pertumbuhan Penjualan,Kebutuhan Pembiayaan Kredit ,Nilai Aset yang data menjadi jaminan kredit,Jumlah Dokumen Persyaratan Kredit
Tenuninda,152.300.000,42.300.000,2,2013,?pm=pLV6HYfFf6wpbp3+DD+zqQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,2,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   70,00 %",Tinggi,"Rp. 152.300.000,00 Juta","Rp. 42.300.000,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 73,00 Juta",5
Tenun,100.800.000,85.000.000,1,2013,?pm=iXKzUOu90UBTj3ppdrqZhg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   30,00 %",Rendah,"Rp. 100.800.000,00 Juta","Rp. 85.000.000,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 90,00 Juta",3
Tenun,109.400.000,29.500.000,1,2013,?pm=UEfFS9LQSCR3XGJMiREovQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   30,00 %",Rendah,"Rp. 109.400.000,00 Juta","Rp. 29.500.000,00 Juta",0 %/Tahun,"Rp. 5,00 Juta","Rp. 90,00 Juta",3
Manik,147.860.000,41.700.000,1,2013,?pm=oo5YCCn4IYhwkmZMxuX9Bg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   15,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   85,00 %",Sedang,"Rp. 147.860.000,00 Juta","Rp. 41.700.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 73,00 Juta",6
Tenun,132.000.000,45.600.000,1,2013,?pm=vE8hxyaz95uBgkF82aZM4g==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   70,00 %",Rendah,"Rp. 132.000.000,00 Juta","Rp. 45.600.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 120,00 Juta",3
Tenun,144.000.000,29.500.000,1,2013,?pm=Ndjf0He2Jb923MPOxJezqA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %",Rendah,"Rp. 144.000.000,00 Juta","Rp. 29.500.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 70,00 Juta",4
Tenun,220.310.000,44.920.000,1,2913,?pm=hlnb6EX7WqhnsLHWb2XUdQ==&mp=WvU08jXGlSR1DPaNMExNaw==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %",Tinggi,"Rp. 220.310.000,00 Juta","Rp. 44.920.000,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 98,00 Juta",6
Tenun,135.520.000,33.800.000,3,2013,?pm=Rx/FxAweGphdaOUiD5yLoQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   5,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   95,00 %",Sedang,"Rp. 135.520.000,00 Juta","Rp. 33.800.000,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 78,00 Juta",6
Tenun,168.550.000,56.100.000,3,2013,?pm=B3NauppFZFSyqkzU7A9LnA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,3,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   10,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   90,00 %",Tinggi,"Rp. 168.550.000,00 Juta","Rp. 56.100.000,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 88,00 Juta",6
Manik,171.900.000,45.300.000,1,2013,?pm=yn83MYAmTcjI2tV8wzIf/A==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   70,00 %",Sedang,"Rp. 171.900.000,00 Juta","Rp. 45.300.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 93,00 Juta",6
Tenun,159.800.000,66.000.000,3,2013,?pm=+rmh2VjIEIMmSMPiqQQQcg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   60,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   40,00 %",Rendah,"Rp. 159.800.000,00 Juta","Rp. 66.000.000,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 80,00 Juta",6
Tenun,128.700.000,29.500.000,1,2013,?pm=ROqxGAI8E2lWPEpq9VvIXA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   30,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   60,00 %",Rendah,"Rp. 128.700.000,00 Juta","Rp. 29.500.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 65,00 Juta",3
TENUN,109.700.000,66.000.000,1,2013,?pm=B4vOqktcDVqar3hCauhZOQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   20,00 %",Rendah,"Rp. 109.700.000,00 Juta","Rp. 66.000.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 69,00 Juta",3
Manik,83.550.000,29.400.000,1,2013,?pm=0ZtUU42Qwhj+Y7dcMD6uaA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   80,00 %",Sedang,"Rp. 83.550.000,00 Juta","Rp. 29.400.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 40,00 Juta",3
Manik,15.375.000,43.400.000,1,2013,?pm=eFXIVOGG53lb6nwCz5g4WA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 15.375.000,00 Juta","Rp. 43.400.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 8,00 Juta",3
Manik,150.085.000,29.220.000,1,2013,?pm=//+VVirvaWpZPOjjl2ig4w==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   80,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %",Sedang,"Rp. 150.085.000,00 Juta","Rp. 29.220.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 70,00 Juta",3
Manik,89.740.000,26.800.000,1,2013,?pm=OIg77vKJCcCySAyrpVNUQw==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   40,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %",Sedang,"Rp. 89.740.000,00 Juta","Rp. 26.800.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 80,00 Juta",3
Manik,107.000.000,22.800.000,1,2013,?pm=2iq/Mig1HT7BJqXKWJ0IMw==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   40,00 %",Rendah,"Rp. 107.000.000,00 Juta","Rp. 22.800.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 60,00 Juta",3
Manik,8.500.000,25.200.000,1,2013,?pm=wJGK4G2i1xqBjRq9jdRmtQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   70,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   30,00 %",Sedang,"Rp. 8.500.000,00 Juta","Rp. 25.200.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 7,00 Juta",3
Manik,100.000.000,24.400.000,1,2013,?pm=GQ+ioRPZrK03C/4mF6uelA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Rendah,"Rp. 100.000.000,00 Juta","Rp. 24.400.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 55,00 Juta",4
Tenun,151.930.000,47.600.000,3,2013,?pm=0XKXjaZh1aHXsQk6bdL40w==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,3,Retail dan Distributor,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %",Tinggi,"Rp. 151.930.000,00 Juta","Rp. 47.600.000,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 73,00 Juta",6
Tenun,178.250.000,45.200.000,1,2013,?pm=IVNMLXPj+oocJ5pazGc0UQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail dan Distributor,"Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 178.250.000,00 Juta","Rp. 45.200.000,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 105,00 Juta",6
Tenun,156.000.000,47.400.000,1,2013,?pm=/TOvOWQ7aZLSI6hXfmnHSQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 156.000.000,00 Juta","Rp. 47.400.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 85,00 Juta",4
Tenun,160.200.000,29.100.000,1,2013,?pm=eliy3vHw2kC9FlOkcwWMJw==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   20,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   80,00 %",Sedang,"Rp. 160.200.000,00 Juta","Rp. 29.100.000,00 Juta",10 %/Tahun,"Rp. 6,00 Juta","Rp. 73,00 Juta",5
Tenun,166.400.000,33.000.000,1,2013,?pm=cqxkH3JVijPfgoy4E8ICjg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   80,00 %",Tinggi,"Rp. 166.400.000,00 Juta","Rp. 33.000.000,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 78,00 Juta",6
Pembuatan Krupuk,103,102,2,2012,?pm=8DsrhB8p9xJlCKcRWzjK9w==&mp=p1ca+Y2BZCwOZVEqm2oXjA==,Industri Pengolahan,Perorangan,2,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   70,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   30,00 %",Sedang,"Rp. 103,00 Juta","Rp. 102,00 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 0,00 Juta",3
Pengolaha Kayu,"33,5",180,2,2010,?pm=5HGNwqiARKufB5x/8RlXmA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan,Perorangan,2,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 33,50 Juta","Rp. 180,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 50,00 Juta",5
Jasa Kulit Motor,"54,5","10,4",2,2011,?pm=J/luhW2c1/HN25i+AhzGTQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %",Sedang,"Rp. 54,50 Juta","Rp. 10,40 Juta",10 %/Tahun,"Rp. 0,00 Juta","Rp. 25,00 Juta",3
Industri Mie Ayam,5,16,2,2011,?pm=oEb3fiB5dtCl5Q83FLBLmA==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan,Perorangan,2,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   90,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   10,00 %",Sedang,"Rp. 5,00 Juta","Rp. 16,00 Juta",50 %/Tahun,"Rp. 0,00 Juta","Rp. 6,00 Juta",4
Industri Kerupuk,"159,7",315,10,2011,?pm=BJqDVw3cLur9Ne9GMSWMOw==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan,Perorangan,10,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 159,70 Juta","Rp. 315,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 12,00 Juta",6
Produksi Gethuk,"12,4",216,3,2011,?pm=YGvScOir86W/HTbaJnoxOQ==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan,Perorangan,3,Retail dan Distributor,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   80,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   20,00 %",Rendah,"Rp. 12,40 Juta","Rp. 216,00 Juta",5 %/Tahun,"Rp. 5,00 Juta","Rp. 4,00 Juta",5
Industri,"3,03",36,2,2013,?pm=Hj9mq52+QHfiq10EDsnBtg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,2,Retail,"Tidak Ada   0,00 %","Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %",Sedang,"Rp. 3,03 Juta","Rp. 36,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 14,00 Juta",4
Kusen Pintu Dan Cendela,"42,5",240,2,2010,?pm=1rd7HFpflkGqAvs9rFAXLA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan,Perorangan,2,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 42,50 Juta","Rp. 240,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 15,00 Juta",6
"Kusen,pintu",90,420,3,2010,?pm=AqdGtk4OqoeAEJiTp7lvcA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan,Perorangan,3,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 90,00 Juta","Rp. 420,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 185,00 Juta",5
PERABOT DAPUR,"6,5",90,6,2011,?pm=QI2V3/7TwEFChC0VVhMQOg==&mp=Bjv3m4lcInn46OWc4jy6kQ==,Industri Pengolahan,Perorangan,6,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 6,50 Juta","Rp. 90,00 Juta",30 %/Tahun,"Rp. 5,00 Juta","Rp. 75,00 Juta",3
Tenun,179.530.000,88.800.000,1,2013,?pm=H83bdacQFQQbfeufHtCsFQ==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Sedang,"Rp. 179.530.000,00 Juta","Rp. 88.800.000,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 80,00 Juta",3
Pengolahan Singkong,12,466,3,2013,?pm=erP6U7v8t3jkvHSjpPtY1w==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,3,Retail,"Masyarakat Gol Bawah (penghasilan sd 5 juta/bulan)   100,00 %","Tidak Ada   0,00 %",Tinggi,"Rp. 12,00 Juta","Rp. 466,00 Juta",10 %/Tahun,"Rp. 10,00 Juta","Rp. 10,00 Juta",5
Tenun,101.700.000,38.500.000,1,2013,?pm=RTEySe3e4BByeFOuK/COlg==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Atas (penghasilan lebih dari Rp 10 juta/bulan)   40,00 %",Sedang,"Rp. 101.700.000,00 Juta","Rp. 38.500.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 50,00 Juta",3
Manik,156.950.000,24.600.000,1,2013,?pm=q4pxFSt+kipjNetkMYzNWA==&mp=fOhzApotY5QnAtxxXvjAfA==,Industri Pengolahan,Perorangan,1,Retail,"Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   60,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   40,00 %",Rendah,"Rp. 156.950.000,00 Juta","Rp. 24.600.000,00 Juta",10 %/Tahun,"Rp. 5,00 Juta","Rp. 166,00 Juta",3
"Kusen ,pintu",57,264,1,2010,?pm=nebSdZDJOzLI/9BWUDiBlA==&mp=JHuIBacQ7Iz+a8xx8lclUA==,Industri Pengolahan,Perorangan,1,Retail,"Tidak Ada   0,00 %","Masyarakat Golongan Menengah (penghasilan Rp 5 sd 10 juta/bulan)   100,00 %",Sedang,"Rp. 57,00 Juta","Rp. 264,00 Juta",25 %/Tahun,"Rp. 10,00 Juta","Rp. 37,00 Juta",4
